category,type,lon,lat,name,suburb
Crafts and Hobbies,Sculpture,144.86566797,-37.83307998,Life Lab,SOUTH KINGSVILLE
Crafts and Hobbies,Sculpture,145.10755334,-37.65338357,Chinatown Plaza,SOUTH MORANG
Crafts and Hobbies,Sculpture,144.94914658,-37.82702292,Council House,SOUTH WHARF
Crafts and Hobbies,Memorials,144.97041009,-37.83015933,Birrarung Marr,SOUTHBANK
Crafts and Hobbies,Memorials,144.12791301,-37.47416997,Royal Park,SPARGO CREEK
Crafts and Hobbies,Sculpture,143.52801815,-35.21977688,Newquay Central,SPEEWA
Crafts and Hobbies,Sculpture,144.30265502,-36.80821196,Costco,SPRING GULLY
Crafts and Hobbies,Sculpture,144.07937315,-37.54825321,Queen Victoria Gardens,SPRINGBANK
Crafts and Hobbies,Sculpture,143.20026033,-35.65457304,Sidney Myer Music Bowl,SPRINGFIELD
Crafts and Hobbies,Sculpture,143.924759,-37.39891802,Riverside Quay Reserve,SPRINGMOUNT
Crafts and Hobbies,Sculpture,145.16098197,-37.96349297,Exhibition Building & Melbourne Museum,SPRINGVALE SOUTH
Crafts and Hobbies,Sculpture,144.40087099,-38.18251101,Royal Park,ST ALBANS PARK
Crafts and Hobbies,Sculpture,144.84195806,-38.43365899,Queensbridge Square,ST ANDREWS BEACH
Crafts and Hobbies,Sculpture,143.33821196,-36.66529603,Queen Victoria Gardens,ST ARNAUD EAST
Crafts and Hobbies,Sculpture,145.66298641,-38.6045189,Treasury Gardens,ST CLAIR
Crafts and Hobbies,Sculpture,145.13443809,-37.69685762,Flagstaff Gardens,ST HELENA
Crafts and Hobbies,Sculpture,142.41989196,-36.70643209,Flagstaff Gardens,ST HELENS PLAINS
Crafts and Hobbies,Sculpture,144.99326238,-37.85790628,Queen Victoria Market,ST KILDA
Crafts and Hobbies,Sculpture,144.97065296,-37.85355304,Princes Park,ST KILDA WEST
Crafts and Hobbies,Sculpture,144.93192734,-36.42639904,Fitzroy Gardens,STANHOPE
Crafts and Hobbies,Memorials,146.7599779,-36.45577787,Kings Domain,STANLEY
Crafts and Hobbies,Memorials,142.63019,-37.653679,Fitzroy Gardens,STAVELY
Crafts and Hobbies,Memorials,145.3550885,-37.60071893,Argyle Square,STEELS CREEK
Crafts and Hobbies,Sculpture,145.75873424,-36.43560949,Fitzroy Gardens,STEWARTON
Crafts and Hobbies,Sculpture,147.12660508,-37.8654359,Railway Viewing Platform,STOCKDALE
Crafts and Hobbies,Memorials,144.18954196,-38.11301702,Fitzroy Gardens,STONEHAVEN
Crafts and Hobbies,Memorials,143.65507597,-37.23306358,Parliament Reserve,STONY CREEK
Crafts and Hobbies,Sculpture,147.12498002,-38.33583603,Kings Domain,STRADBROKE
Crafts and Hobbies,Memorials,142.61504802,-35.34669402,King & Victoria Street Reserve,STRATEN
Crafts and Hobbies,Sculpture,145.2236499,-37.29423787,Kings Domain,STRATH CREEK
Crafts and Hobbies,Sculpture,145.64219434,-36.8675095,Queen Victoria Gardens,STRATHBOGIE
Crafts and Hobbies,Sculpture,141.15253003,-37.62587703,Queen Victoria Gardens,STRATHDOWNIE
Crafts and Hobbies,Sculpture,144.37379396,-36.82600798,Victoria Point,STRATHFIELDSAYE
Crafts and Hobbies,Memorials,143.96214033,-37.11540983,Victoria Parade Reserve,STRATHLEA
Crafts and Hobbies,Sculpture,144.90229132,-37.71680544,Marquis of Linlithgow Memorial Reserve,STRATHMORE
Crafts and Hobbies,Sculpture,144.61225903,-37.75168004,Carlton Gardens South,STRATHTULLOH
Crafts and Hobbies,Sculpture,145.91617289,-38.3756024,NewQuay Promenade,STRZELECKI
Crafts and Hobbies,Sculpture,143.79168739,-38.69848535,Docklands Park,SUGARLOAF
Crafts and Hobbies,Memorials,144.77624601,-37.62317804,Clayton Reserve,SUNBURY
Crafts and Hobbies,Memorials,145.26364992,-38.50812037,Exhibition Street Reserve,SUNDERLAND BAY
Crafts and Hobbies,Sculpture,144.84370686,-37.802863,Fitzroy Gardens,SUNSHINE
Crafts and Hobbies,Memorials,144.82666863,-37.81688954,Kings Domain South,SUNSHINE WEST
Crafts and Hobbies,Memorials,145.11111424,-37.83766409,Princes Park,SURREY HILLS
Crafts and Hobbies,Memorials,144.17838403,-37.97963304,Alexandra Gardens,SUTHERLANDS CREEK
Crafts and Hobbies,Sculpture,144.41389602,-37.02143898,Fitzroy Gardens,SUTTON GRANGE
Crafts and Hobbies,Sculpture,143.49657626,-35.30490927,Chinatown Plaza,SWAN HILL
Crafts and Hobbies,Sculpture,144.67981008,-38.25888253,Hub@Docklands,SWAN ISLAND
Crafts and Hobbies,Sculpture,147.89437802,-37.78905604,Melbourne Park,SWAN REACH
Crafts and Hobbies,Sculpture,143.14561101,-36.57226303,Fitzroy Gardens,SWANWATER
Crafts and Hobbies,Sculpture,147.54400904,-37.24979102,Birrarung Marr,SWIFTS CREEK
Crafts and Hobbies,Sculpture,144.25995898,-36.04706997,Kangan TAFE,SYLVATERRE
Crafts and Hobbies,Sculpture,145.25704001,-36.81821901,Kings Domain,TABILK
Crafts and Hobbies,Sculpture,145.64164788,-37.31343873,Queen Victoria Gardens,TAGGERTY
Crafts and Hobbies,Sculpture,141.66329677,-37.66412731,Weedon Reserve,TAHARA BRIDGE
Crafts and Hobbies,Illustrations,143.72893303,-37.14697897,The Arkley,TALBOT
Crafts and Hobbies,Sculpture,147.25367296,-36.23134997,Kings Domain South,TALLANGATTA
Crafts and Hobbies,Memorials,147.18568657,-36.34999343,Kings Domain South,TALLANGATTA SOUTH
Crafts and Hobbies,Sculpture,145.15481299,-37.08132,Birrarung Marr,TALLAROOK
Crafts and Hobbies,Sculpture,147.81266799,-37.53565603,Treasury Gardens,TAMBO CROSSING
Crafts and Hobbies,Sculpture,149.34175195,-37.56563501,Fitzroy Gardens,TAMBOON
Crafts and Hobbies,Memorials,146.16769204,-36.46010798,Treasury Gardens,TAMINICK
Crafts and Hobbies,Sculpture,145.53157198,-36.50874604,Gordon Reserve,TAMLEUGH NORTH
Crafts and Hobbies,Sculpture,144.16543101,-36.46822601,Melbourne Zoological Gardens,TANDARRA
Crafts and Hobbies,Sculpture,146.12155901,-37.91129002,Queen Victoria Gardens,TANJIL
Crafts and Hobbies,Sculpture,146.2032388,-38.11391801,Fitzroy Gardens,TANJIL SOUTH
Crafts and Hobbies,Sculpture,143.35633498,-37.02990302,Etihad Stadium,TANWOOD
Crafts and Hobbies,Sculpture,144.34470503,-37.17742401,Newquay Promenade,TARADALE
Crafts and Hobbies,Sculpture,144.19693359,-37.19673045,Treasury Gardens,TARILTA
Crafts and Hobbies,Sculpture,144.61467704,-37.84207402,Queen Victoria Gardens,TARNEIT
Crafts and Hobbies,Sculpture,142.84911801,-38.346489,Birrarung Marr,TAROON
Crafts and Hobbies,Sculpture,142.1685684,-36.1934625,J J Holland Park,TARRANYURK
Crafts and Hobbies,Sculpture,145.41929905,-37.66364598,Royal Park,TARRAWARRA
Crafts and Hobbies,Sculpture,141.51590255,-37.26633393,Royal Park,TARRAYOUKYAN
Crafts and Hobbies,Sculpture,141.69048339,-37.70045231,Kings Domain,TARRENLEA
Crafts and Hobbies,Sculpture,142.28539102,-38.23543699,Malthouse Plaza,TARRONE
Crafts and Hobbies,Sculpture,145.99007891,-38.85958798,Gordon Reserve,TARWIN LOWER
Crafts and Hobbies,Sculpture,145.24109602,-36.49894799,Buluk Park,TATURA
Crafts and Hobbies,Sculpture,142.88414598,-37.56507998,Fitzroy Gardens,TATYOON
Crafts and Hobbies,Memorials,147.10644998,-36.75481599,University Square,TAWONGA SOUTH
Crafts and Hobbies,Sculpture,144.76409606,-37.72533915,Fitzroy Gardens,TAYLORS HILL
Crafts and Hobbies,Sculpture,144.10239104,-35.66920202,Kings Domain,TEAL POINT
Crafts and Hobbies,Sculpture,143.38257802,-36.21603301,Southbank Promenade,TEDDYWADDY
Crafts and Hobbies,Sculpture,144.04006798,-37.97932097,Cafe L'Incontro,TEESDALE
Crafts and Hobbies,Sculpture,145.91343403,-36.06992997,Exhibition Building & Melbourne Museum,TELFORD
Crafts and Hobbies,Sculpture,145.13566087,-37.74089035,Victoria Point,TEMPLESTOWE
Crafts and Hobbies,Sculpture,142.53554687,-35.34479674,City Baths,TEMPY
Crafts and Hobbies,Sculpture,144.43187282,-36.33636157,Exhibition Building & Melbourne Museum,TENNYSON
Crafts and Hobbies,Sculpture,145.57969198,-37.05142995,Queen Victoria Gardens,TERIP TERIP
Crafts and Hobbies,Memorials,144.20952103,-36.12718797,Macarthur Square,TERRICK TERRICK
Crafts and Hobbies,Sculpture,143.158364,-38.317857,Queen Victoria Market,TESBURY
Crafts and Hobbies,Memorials,143.10128996,-36.15591403,Yarra Park,THALIA
Crafts and Hobbies,Sculpture,145.30595969,-37.86316228,Southbank Promenade,THE BASIN
Crafts and Hobbies,Sculpture,145.55180504,-38.38298797,Queen Victoria Gardens,THE GURDIES
Crafts and Hobbies,Sculpture,147.21602421,-38.33642698,Fitzroy Gardens,THE HONEYSUCKLES
Crafts and Hobbies,Sculpture,142.84833195,-38.17625604,The Innovation Building,THE SISTERS
Crafts and Hobbies,Sculpture,144.97213135,-37.69100486,Newquay Promenade,THOMASTOWN
Crafts and Hobbies,Sculpture,146.04990898,-36.30005299,Gordon Reserve,THOONA
Crafts and Hobbies,Sculpture,144.63185137,-37.74547347,Eight Hour Reserve,THORNHILL PARK
Crafts and Hobbies,Memorials,146.13081358,-38.26951479,Queen Victoria Gardens,THORPDALE
Crafts and Hobbies,Memorials,147.956288,-36.18225399,Royal Park,THOWGLA VALLEY
Crafts and Hobbies,Sculpture,146.3216711,-39.03596493,Fitzroy Gardens,TIDAL RIVER
Crafts and Hobbies,Sculpture,142.96064937,-38.4454628,Burston Reserve,TIMBOON
Crafts and Hobbies,Sculpture,144.85173395,-36.39875802,Birrarung Marr,TIMMERING
Crafts and Hobbies,Sculpture,143.70150904,-36.98372305,Queen Victoria Gardens,TIMOR WEST
Crafts and Hobbies,Sculpture,146.88416745,-37.9463636,Queensbridge Square,TINAMBA WEST
Crafts and Hobbies,Sculpture,143.40286103,-35.79442499,Royal Park,TITTYBONG
Crafts and Hobbies,Sculpture,146.35181375,-36.86523819,Warun Biik Park,TOLMIE
Crafts and Hobbies,Sculpture,144.98133096,-36.29884596,Fitzroy Gardens,TONGALA
Crafts and Hobbies,Sculpture,147.76399421,-37.18177181,Birrarung Marr,TONGIO
Crafts and Hobbies,Sculpture,141.71119393,-36.85531602,City Square,TOOAN
Crafts and Hobbies,Sculpture,145.37779378,-36.4569686,Federation Square,TOOLAMBA
Crafts and Hobbies,Memorials,145.4180206,-37.52633651,Kings Domain,TOOLANGI
Crafts and Hobbies,Sculpture,144.60139026,-36.72537231,Kings Domain South,TOOLLEEN
Crafts and Hobbies,Memorials,141.92061103,-37.06913902,Kings Domain,TOOLONDO
Crafts and Hobbies,Sculpture,146.48550407,-37.87882508,Kings Domain,TOOMBON
Crafts and Hobbies,Sculpture,146.27782099,-38.61120397,Kings Domain,TOORA
Crafts and Hobbies,Sculpture,145.34221599,-38.18399696,Shrine of Remembrance Reserve,TOORADIN
Crafts and Hobbies,Sculpture,148.08779082,-37.85269785,Council House 2,TOORLOO ARM
Crafts and Hobbies,Sculpture,144.85651202,-38.387798,Flagstaff Gardens,TOOTGAROOK
Crafts and Hobbies,Sculpture,141.86549827,-34.9986433,Queen Victoria Gardens,TORRITA
